vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Porcine_enterovirus_A,Sus_scrofa,domestic,Isolation,2,"Dunne, H. W., Wang, J. T. & Ammerman, E. H.(1971). Classification of North American porcine enteroviruses: a comparison with European and Japanese strains. Infection and Immunity 4, 619-631."
Porcine_enterovirus_B,Sus_scrofa,domestic,Isolation,2,"Moon HJ, Song D, Seon BH, Kim HK, Park SJ, An DJ, Kim JM, Kang BK, Park BK. Complete genome analysis of porcine enterovirus B isolated in Korea. J Virol. 2012 Sep;86(18):10250. doi: 10.1128/JVI.01548-12. PubMed PMID: 22923807; PubMed Central PMCID: PMC3446592."
Porcine_epidemic_diarrhea_virus,Sus_scrofa,domestic,PCR,2,Puranaveja et al. 2009
Porcine_hemagglutinating_encephalomyelitis_virus,Sus_scrofa,domestic,PCR,2,Quiroga et al. 2008
Porcine_parvovirus,Sus_scrofa,wild and domestic,PCR,2,"Cadar D, D_n , Tomb_cz K, L_rincz M, Kiss T, Becskei Z, Spnu M, Tuboly T, Cs_gola A. Phylogeny and evolutionary genetics of porcine parvovirus in wild boars. Infect Genet Evol. 2012 Aug;12(6):1163-71. doi: 10.1016/j.meegid.2012.04.020. Epub 2012 Apr 28. PubMed PMID: 22575819."
Porcine_reproductive_and_respiratory_syndrome_virus,Sus_scrofa,domestic,Isolation,2,Dea et al. 1992
Porcine_rubulavirus,Sus_scrofa,domestic,Isolation,2,Wang et al. 2007
Porcine_teschovirus,Sus_scrofa,wild and domestic,PCR,2,"Prod_lalov_ J. The survey of porcine teschoviruses, sapeloviruses and enteroviruses B infecting domestic pigs and wild boars in the Czech Republic between 2005 and 2011. Infect Genet Evol. 2012 Oct;12(7):1447-51. doi: 10.1016/j.meegid.2012.04.025. Epub 2012 May 3. PubMed PMID: 22579481."
Porcine_torovirus,Sus_scrofa,domestic,Isolation,2,"Kroneman A, Cornelissen LA, Horzinek MC, de Groot RJ, Egberink HF. Identification and characterization of a porcine torovirus. J Virol. 1998 May;72(5):3507-11. PubMed PMID: 9557628; PubMed Central PMCID: PMC109568."
Porcine_type-C_oncovirus,Sus_scrofa,captive,Isolation,2,"Armstrong JA, Porterfield JS, De Madrid AT. C-type virus particles in pig kidney cell lines. J Gen Virol. 1971 Feb;10(2):195-8. PubMed PMID: 4324256."
Reston_ebolavirus,Sus_scrofa,domestic,Isolation,2,Barrette et al. 2009
Rotavirus_A,Sus_scrofa,domestic,PCR,2,Okadera et al. 2013
Rotavirus_A,Sus_scrofa,wild,PCR,2,Okadera et al. 2013
Rotavirus_B,Sus_scrofa,domestic,PCR,2,Medici et al. 2010
Rotavirus_C,Sus_scrofa,domestic,PCR,2,Medici et al. 2010
Rotavirus_E,Sus_scrofa,domestic,Isolation,2,Chasey et al. 1986
Sendai_virus,Sus_scrofa,domestic,Antibodies,0,Faisca et al. 2007
Suid_herpesvirus_1,Sus_scrofa,domestic,PCR,2,Hahn et al. 2010
Suid_herpesvirus_1,Sus_scrofa,wild,Isolation,2,Pannwitz et al. 2010
Swine_norovirus,Sus_scrofa,domestic,PCR,2,"Song YJ, Yu JN, Nam HM, Bak HR, Lee JB, Park SY, Song CS, Seo KH, Choi IS. Identification of genetic diversity of porcine Norovirus and Sapovirus in Korea. Virus Genes. 2011 Jun;42(3):394-401. doi: 10.1007/s11262-011-0588-6. Epub 2011 Mar 3. PubMed PMID: 21369826."
Swinepox_virus,Sus_scrofa,domestic,PCR,2,Moorkamp et al. 2008
Thiafora_virus,Sus_scrofa,wild,Antibodies,0,"Chastel 1989, Acta virologica 33(3) 270-, ""Erve virus, a probable member of Bunyaviridae family isolated from shrews (Crocidura russula) in France"""
Torque_Teno_virus,Sus_scrofa,domestic,PCR,2,Martelli et al. 2006
Transmissible_gastroenteritis_virus,Sus_scrofa,domestic,Antibodies,0,Morin et al. 1973
Trubanaman_virus,Sus_scrofa,wild,Antibodies,0,Johansen et al. 2005
Vaccinia_virus,Sus_scrofa,domestic,VNT,1,Peres et al. 2013
Vesicular_exanthema_of_swine_virus,Sus_scrofa,domestic,Antibodies,0,Smith and Latham 1978
Vesicular_stomatitis_Indiana_virus,Sus_scrofa,domestic,Antibodies,0,Fletcher et al. 1985
Wesselsbron_virus,Sus_scrofa,domestic,Antibodies,0,Baba et al. 1994
Japanaut_virus,Syconycteris_australis,wild,Isolation,2,Calisher et al. 2006
Bovine_viral_diarrhea_virus_1,Sylvicapra_grimmia,wild,SNT,1,Hamblin and Hedger 1979
Foot-and-mouth_disease_virus,Sylvicapra_grimmia,domestic,Antibodies,0,Weaver et al. 2013
Peste-des-petits-ruminants_virus,Sylvicapra_grimmia,wild,ELISA,0,Ogunsanmi et al. 2003
Bunyamwera_virus,Sylvilagus_aquaticus,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
Bunyamwera_virus,Sylvilagus_audubonii,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
Simbu_virus,Sylvilagus_audubonii,wild,Isolation,2,Hardy et al.  1974
St._Louis_encephalitis_virus,Sylvilagus_audubonii,wild,Antibodies,0,Hardy et al. 1974
Vesicular_stomatitis_Indiana_virus,Sylvilagus_audubonii,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Western_equine_encephalitis_virus,Sylvilagus_audubonii,wild,hemmaglutination,0,Hardy 1987
Myxoma_virus,Sylvilagus_bachmani,wild,Isolation,2,Williams et al. 2001
Myxoma_virus,Sylvilagus_brasiliensis,wild,Isolation,2,Williams et al. 2001
Patois_virus,Sylvilagus_brasiliensis,wild,Antibodies,0,Scherer et al. 1972
Vesicular_stomatitis_Indiana_virus,Sylvilagus_brasiliensis,wild,plaque reduction neutralization,1,Tesh et al. 1969
California_encephalitis_virus,Sylvilagus_floridanus,wild,Antibodies,0,Parkin et al. 1973
Cottontail_rabbit_papillomavirus,Sylvilagus_floridanus,wild,Antigen,0,Weiner et al. 2010
Rabbit_kidney_vacuolating_virus,Sylvilagus_floridanus,wild,Isolation,2,"HARTLEY,J. W. & ROWE,W. P. (1964). New papovavirus contaminatingShope papillomata. Science, N. Y. 143, 258."
St._Louis_encephalitis_virus,Sylvilagus_nuttallii,wild,Antibodies,0,Sabattini et al. 1965
Bluetongue_virus,Syncerus_caffer,wild,Antibodies,0,Anderson et al. 1998
Bovine_ephemeral_fever_virus,Syncerus_caffer,wild,Antibodies,0,Davies et al. 1975
Bovine_herpesvirus_2,Syncerus_caffer,wild,Antibodies,0,"Hamblin and Hedger 1982, JWD"
Bovine_viral_diarrhea_virus_1,Syncerus_caffer,wild,SNT,1,Hamblin and Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Syncerus_caffer,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Syncerus_caffer,wild,Antibodies,0,Hamblin et al. 1990
Lumpy_skin_disease_virus,Syncerus_caffer,wild,Isolation,2,Davies 1982
O'nyong-nyong_virus,Syncerus_caffer,wild,plaque reduction neutralization,1,"Kading et al. 2012, JWD"
Rift_Valley_fever_virus,Syncerus_caffer,wild,Antibodies,0,Anderson & Rowe 1998
Eastern_equine_encephalitis_virus,Tadarida_brasiliensis,wild,Antibodies,0,Sulkin & Allen 1974; Constantine 1970
Rabies_virus,Tadarida_brasiliensis,wild,PCR,2,Blanton et al. 2008
Rio_Bravo_virus,Tadarida_brasiliensis,wild,Isolation,2,Calisher et al. 2006
St._Louis_encephalitis_virus,Tadarida_brasiliensis,wild,Isolation,2,Cui et al. 2008
West_Nile_virus,Tadarida_brasiliensis,wild,Antibodies,0,Davis et al. 2005
Bukalasa_bat_virus,Tadarida_condylura,wild,Isolation,2,Calisher et al. 2006
Bunyamwera_virus,Tadarida_condylura,wild,Antibodies,0,Geevarghesse & Banerjee 1990
Dakar_bat_virus,Tadarida_condylura,wild,Isolation,2,Calisher et al. 2006
Entebbe_bat_virus,Tadarida_condylura,wild,Isolation,2,Calisher et al. 2006
Zaire_ebolavirus,Tadarida_condylura,wild,Antibodies,0,Pourrut et al. 2009
Zika_virus,Tadarida_condylura,wild,Antibodies,0,Simpson et al. 1968
Issyk-Kul_virus,Tadarida_plicata,wild,Isolation,2,Calisher et al. 2006
Kaeng_Khoi_virus,Tadarida_plicata,wild,Isolation,2,Osborne et al. 2003
Bukalasa_bat_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
Chikungunya_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
Dakar_bat_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
Entebbe_bat_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Tadarida_teniotis,wild,Antibodies,0,Serra-Cobo et al. 2002
Mayaro_virus,Tamandua_tetradactyla,wild,Antibodies,0,de Thoisy et al. 2003
St._Louis_encephalitis_virus,Tamandua_tetradactyla,wild,Antibodies,0,de Thoisy et al. 2004
Vesicular_stomatitis_Indiana_virus,Tamandua_tetradactyla,wild,plaque reduction neutralization,1,Tesh et al. 1970
Colorado_tick_fever_virus,Tamias_amoenus,wild,Isolation,2,Burgdorfer & Eklund 1959
Colorado_tick_fever_virus,Tamias_minimus,wild,Isolation,2,Carey et al. 1980
Chipmunk_parvovirus,Tamias_sibiricus,wild,PCR,2,Yoo et al. 1999
Bunyamwera_virus,Tamias_striatus,wild,Antibodies,0,McClean et al. 1996
California_encephalitis_virus,Tamias_striatus,wild,Antibodies,0,Moulton & Thompson 1971
Powassan_virus,Tamias_striatus,wild,Antibodies,0,McLean et al. 1960
Rabies_virus,Tamias_striatus,wild,Antibodies,0,Dowda et al. 1984
West_Nile_virus,Tamias_striatus,wild,Antibodies,0,Gomez et al. 2008 EID
Colorado_tick_fever_virus,Tamias_umbrinus,wild,Isolation,2,Carey et al. 1980
Colorado_tick_fever_virus,Tamiasciurus_hudsonicus,wild,PCR,2,Burgdorfer & Eklund 1959
Powassan_virus,Tamiasciurus_hudsonicus,wild,Antibodies,0,McLean et al. 1970 AMJE
Powassan_virus,Tamiasciurus_hudsonicus,wild,Isolation,2,[226]
Squirrel_fibroma_virus,Tamiasciurus_hudsonicus,wild,PCR,2,"Bangari DS, Miller MA, Stevenson GW, Thacker HL, Sharma A, Mittal SK. Cutaneous and systemic poxviral disease in red (Tamiasciurus hudsonicus) and gray (Sciurus carolinensis) squirrels. Vet Pathol. 2009 Jul;46(4):667-72. doi: 10.1354/vp.08-VP-0305-B-BC. Epub 2009 Mar 9. PubMed PMID: 19276066."
Australian_bat_lyssavirus,Taphozous_melanopogon,wild,Antibodies,0,Arguin et al. 2002
Issyk-Kul_virus,Taphozous_melanopogon,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Taphozous_melanopogon,wild,Antibodies,0,Cui et al. 2008
Dakar_bat_virus,Taphozous_perforatus,wild,Isolation,2,Calisher et al. 2006
Kaeng_Khoi_virus,Taphozous_perforatus,wild,Isolation,2,Wong et al. 2007
Kaeng_Khoi_virus,Taphozous_theobaldi,wild,Isolation,2,CDC Arbocat Report 1985
Bakau_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Crimean-Congo_hemorrhagic_fever_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Dera_Ghazi_Khan_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Dhori_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Isfahan_virus,Tatera_indica,wild,Antibodies,0,Tesh et al. 1977
Kyasanur_Forest_disease_virus,Tatera_indica,wild,Antibodies,0,Webb et al. 1965
Salehabad_virus,Tatera_indica,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4"
Wad_Medani_virus,Tatera_indica,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4"
Canine_distemper_virus,Taxidea_taxus,wild,Antibodies,0,Goodrich et al. 1994
Andes_virus,Thaptomys_nigrita,wild,PCR,2,Araujo et al. 2011
Simian_foamy_virus,Theropithecus_gelada,wild,PCR,2,Hussain et al. 2003
St._Louis_encephalitis_virus,Thomomys_talpoides,wild,Antibodies,0,Williams et al. 2001
Lebombo_virus,Thryonomys_swinderianus,wild,Isolation,2,"Kemp 1975; Brown SE et al. 1991 J Gen Virol 72, 1065"
Eastern_equine_encephalitis_virus,Tolypeutes_matacus,wild,Antibodies,0,Deem et al. 2009
St._Louis_encephalitis_virus,Tolypeutes_matacus,wild,Antibodies,0,Deem et al. 2009
Tacaribe_virus,Tonatia_bidens,wild,Antibodies,0,Price 1978
Bakau_virus,Trachypithecus_cristatus,wild,Antibodies,0,"Beran & Steele  Handbook of Zoonoses: Viral, CRC Press 1994 pg. 253-254"
Measles_virus,Trachypithecus_cristatus,wild,Isolation,2,Fowler & Miller. 2003
Kyasanur_Forest_disease_virus,Trachypithecus_francoisi,wild,Antibodies,0,Webb et al. 1965
Simian_foamy_virus,Trachypithecus_francoisi,wild,Isolation,2,Hussain et al. 2003
Langur_virus,Trachypithecus_obscurus,captive,Isolation,2,"Benveniste RE, Todaro GJ. Evolution of primate oncornaviruses: An endogenous virus from langurs (Presbytis spp.) with related virogene sequences in other Old World monkeys. Proc Natl Acad Sci U S A. 1977 Oct;74(10):4557-61. PubMed PMID: 16592456; PubMed Central PMCID: PMC431985"
Bluetongue_virus,Tragelaphus_angasii,wild,Antibodies,0,Anderson et al. 1998
Crimean-Congo_hemorrhagic_fever_virus,Tragelaphus_angasii,wild,Antibodies,0,Shepherd et al. 1987
Bovine_viral_diarrhea_virus_1,Tragelaphus_eurycerus,wild,Isolation,2,Becher et al. 2000
Foot-and-mouth_disease_virus,Tragelaphus_imberbis,wild,Antibodies,0,"Anonymous, 1966; From Weaver and Karesh In Press"
Rinderpest_virus,Tragelaphus_imberbis,wild,PCR,2,Roeder PL. Rinderpest: the end of cattle plague. Prev Vet Med. 2011 Nov 1;102(2):98-106. doi: 10.1016/j.prevetmed.2011.04.004. Epub 2011 Jul 23. Review. PubMed PMID: 21783268.
Akabane_virus,Tragelaphus_oryx,wild,Antibodies,0,Davies et al. 1985
Bluetongue_virus,Tragelaphus_oryx,wild,Antibodies,0,Anderson et al. 1998
Bovine_viral_diarrhea_virus_1,Tragelaphus_oryx,wild,Isolation,2,Vicek et al.
Crimean-Congo_hemorrhagic_fever_virus,Tragelaphus_oryx,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Tragelaphus_oryx,wild,Antibodies,0,"Anderson, 1981"
Lumpy_skin_disease_virus,Tragelaphus_oryx,wild,SNT,1,Barnard 1997
Rinderpest_virus,Tragelaphus_oryx,wild,PCR,2,Roeder PL. Rinderpest: the end of cattle plague. Prev Vet Med. 2011 Nov 1;102(2):98-106. doi: 10.1016/j.prevetmed.2011.04.004. Epub 2011 Jul 23. Review. PubMed PMID: 21783268.
Akabane_virus,Tragelaphus_scriptus,wild,Antibodies,0,Davies et al. 1985
Foot-and-mouth_disease_virus,Tragelaphus_scriptus,wild,Antibodies,0,Weaver et al. 2013
Bluetongue_virus,Tragelaphus_strepsiceros,wild,Antibodies,0,Williams et al. 2001
Bovine_viral_diarrhea_virus_1,Tragelaphus_strepsiceros,wild,SNT,1,Hamblin and Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Tragelaphus_strepsiceros,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Tragelaphus_strepsiceros,wild,Isolation,2,Weaver et al. 2013
Lumpy_skin_disease_virus,Tragelaphus_strepsiceros,wild,Antibodies,0,Hedger et al. 1983
Rabies_virus,Tragelaphus_strepsiceros,wild,PCR,2,Mansfield et al. 2006
Rinderpest_virus,Tragelaphus_strepsiceros,wild,PCR,2,Roeder PL. Rinderpest: the end of cattle plague. Prev Vet Med. 2011 Nov 1;102(2):98-106. doi: 10.1016/j.prevetmed.2011.04.004. Epub 2011 Jul 23. Review. PubMed PMID: 21783268.
Bovine_viral_diarrhea_virus_1,Tragulus_javanicus,wild,PCR,2,Grndahl et al. 2003
Barmah_Forest_virus,Trichosurus_vulpecula,wild,Antibodies,0,Kay et al. 2007
Possum_adenovirus,Trichosurus_vulpecula,wild,PCR,2,Thomson et al. 2002
Wyeomyia_virus,Trinomys_iheringi,wild,Isolation,2,"Lopes et al. 1975, ASTM ""Bertioga (Guama group) and Anhembi (Bunyamwera group), two new arboviruses isolated in Sao Paulo, Brazil"""
Tree_shrew_adenovirus,Tupaia_belangeri,wild,Isolation,2,Schondorf et al. 2003
Tupaia_paramyxovirus,Tupaia_belangeri,wild,Isolation,2,"Tidona CA, Kurz HW, Gelderblom HR, Darai G. Isolation and molecular characterization of a novel cytopathogenic paramyxovirus from tree shrews. Virology. 1999 Jun 5;258(2):425-34. PubMed PMID: 10366580."
Tupaiid_herpesvirus_1,Tupaia_belangeri,wild,Isolation,2,"Darai, G., Matz, B., Flu6 gel, R. M., Berger, U., Munk, K. & Gelderblom, H. (1979). Characterization of a tree shrew herpesvirus isolated from a lymphosarcoma. Journal of General Virology 32, 341_351.; OR Wang XX, Li JX, Wang WG, Sun XM, He CY, Dai JJ. [Preliminary investigation of viruses to the wild tree shrews (Tupaia belangeri Chinese)]. Dongwuxue Yanjiu. 2011 Feb;32(1):66-9. doi: 10.3724/SP.J.1141.2011.01066. Chinese. PubMed PMID: 21341387."
Cetacean_morbillivirus_virus,Tursiops_truncatus,wild,PCR,2,"Stone BM, Blyde DJ, Saliki JT, Blas-Machado U, Bingham J, Hyatt A, Wang J, Payne J, Crameri S. Fatal cetacean morbillivirus infection in an Australian offshore bottlenose dolphin (Tursiops truncatus). Aust Vet J. 2011 Nov;89(11):452-7. doi: 10.1111/j.1751-0813.2011.00849.x. PubMed PMID: 22008125."
Vesicular_stomatitis_Indiana_virus,Tylomys_nudicaudus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Bunyamwera_virus,Urocyon_cinereoargenteus,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
California_encephalitis_virus,Urocyon_cinereoargenteus,wild,Antibodies,0,Amundson et al. 1981
Canine_distemper_virus,Urocyon_cinereoargenteus,wild,histopath; e microscopy,0,Black et al. 1996
Rabies_virus,Urocyon_cinereoargenteus,wild,Direct Fluorescent Antibody Testing,0,Williams & Barker (Eds) 2001
Vesicular_stomatitis_Indiana_virus,Urocyon_cinereoargenteus,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Canine_adenovirus,Urocyon_littoralis,wild,Antibodies,0,Garcelon et al. 1992
Canine_distemper_virus,Urocyon_littoralis,wild,PCR,2,"TIMM, S. F., J. M. STOKELY, T. B. GEHR, R. L. PEEBLES, AND D. K. GARCELON. 2000. Investiga- tion into the decline of island foxes on Santa Catalina Island. Institute for Wildlife Studies, Avalon, California, USA."
Hepatitis_B_virus,Uroderma_bilobatum,wild,PCR,2,Drexler et al. 2013
Rabies_virus,Uroderma_bilobatum,wild,Isolation,2,Nunes et al. 2008
Tacaribe_virus,Uroderma_bilobatum,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Uroderma_bilobatum,wild,Antibodies,0,Price 1978
Venezuelan_equine_encephalitis_virus,Uroderma_bilobatum,wild,Isolation,2,Calisher et al. 2006
Bluetongue_virus,Ursus_americanus,wild,Antibodies,0,"Dunbar et al., 1998"
Canine_adenovirus,Ursus_americanus,wild,Antibodies,0,Philippa 2004
Equid_herpesvirus_1,Ursus_americanus,captive,PCR,2,Wohlsein et al. 2011
Sindbis_virus,Ursus_arctos,wild,Antibodies,0,Walters et al. 1999
Canine_adenovirus,Ursus_maritimus,wild,Antibodies,0,Philippa 2004
Canine_distemper_virus,Ursus_maritimus,wild,Antibodies,0,Garner et al. 2000
Equid_herpesvirus_9,Ursus_maritimus,wild,PCR,2,Schrenzel et al. 2008
Vesicular_stomatitis_Indiana_virus,Vampyrodes_caraccioli,wild,plaque reduction neutralization,1,Ubico and McLean 1995
Vesicular_stomatitis_New_Jersey_virus,Vampyrodes_caraccioli,wild,Antibodies,0,Ubico & McClean 1995
Kyasanur_Forest_disease_virus,Vandeleuria_oleracea,wild,Isolation,2,Pattnaik 2006
Encephalomyocarditis_virus,Varecia_variegata,wild,Antibodies,0,Canelli et al. 2010
Murray_Valley_encephalitis_virus,Vespadelus_pumilus,wild,Antibodies,0,Geevarghese & Banerjee 1990
Duvenhage_virus,Vespertilio_murinus,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Vespertilio_murinus,wild,Isolation,2,Fooks et al.  2003
Issyk-Kul_virus,Vespertilio_murinus,wild,Isolation,2,Lvov et al. 1973
Rabies_virus,Vespertilio_murinus,wild,Isolation,2,[441]
Japanese_encephalitis_virus,Vespertilio_sinensis,wild,Isolation,2,Calisher et al. 2006; Sulkin & Allen 1974; Miura & Kitaoka 1977
Bovine_parainfluenza_virus_3,Vicugna_vicugna,wild,Antibodies,0,"Marcoppido G, Parre_o V, Vil_ B. Antibodies to pathogenic livestock viruses in a wild vicu_a (Vicugna vicugna) population in the Argentinean Andean altiplano. J Wildl Dis. 2010 Apr;46(2):608-14. PubMed PMID: 20688660."
Bovine_viral_diarrhea_virus_1,Vicugna_vicugna,domestic,Isolation,2,Carman et al. 2005
Rabies_virus,Vulpes_corsac,wild,PCR,2,Kuzmin et al. 2004
Bunyamwera_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
California_encephalitis_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Canine_adenovirus,Vulpes_velox,wild,Antibodies,0,Truyen et al. 1998
Canine_distemper_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Colorado_tick_fever_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Feline_panleukopenia_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Rabies_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Vesicular_stomatitis_Indiana_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Vesicular_stomatitis_New_Jersey_virus,Vulpes_velox,wild,Antibodies,0,Miller et al. 2000
Borna_disease_virus,Vulpes_vulpes,wild,PCR,2,Dauphin et al. 2001
California_encephalitis_virus,Vulpes_vulpes,wild,Antibodies,0,Parkin et al. 1973
Canine_adenovirus,Vulpes_vulpes,wild,Isolation,2,Thompson et al. 2010
Rabies_virus,Vulpes_vulpes,wild,PCR,2,Nadin-Davies et al. 1994
St._Louis_encephalitis_virus,Vulpes_vulpes,wild,Antibodies,0,Artsob et al. 1986
Trubanaman_virus,Vulpes_vulpes,wild,Antibodies,0,Johansen et al. 2005
Bhanja_virus,Xerus_erythropus,wild,Isolation,2,"[35, 36]"
Qalyub_virus,Xerus_erythropus,wild,Isolation,2,[35]
Crimean-Congo_hemorrhagic_fever_virus,Xerus_inauris,wild,Antibodies,0,Shepherd et al. 1987
Vesicular_exanthema_of_swine_virus,Zalophus_californianus,wild,PCR,2,Wellehan et al. 2009
Bimiti_virus,Zygodontomys_brevicauda,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Cano_Delgadito_virus,Zygodontomys_brevicauda,wild,Isolation,2,Fulhorst et al. 1999
Caraparu_virus,Zygodontomys_brevicauda,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Catu_virus,Zygodontomys_brevicauda,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
